Customer ID,TotalPrice,Segment
13314.0,775.94,Medium Value
13315.0,310.26,Low Value
13316.0,12940.82,High Value
13317.0,6486.091,High Value
13318.0,640.76,Medium Value
13319.0,21323.22,High Value
13320.0,2211.6,High Value
13321.0,567.36,Medium Value
13322.0,199.48000000000002,Low Value
13323.0,787.85,Medium Value
13324.0,10513.47,High Value
13325.0,675.3,Medium Value
13326.0,281.76,Low Value
13327.0,9134.48,High Value
13328.0,1308.48,High Value
13329.0,4808.77,High Value
13330.0,2796.1,High Value
13331.0,262.4,Low Value
13332.0,350.9,Low Value
13333.0,1015.74,High Value
13334.0,6201.8,High Value
13336.0,795.12,Medium Value
13337.0,1575.26,High Value
13338.0,2445.62,High Value
13339.0,860.12,Medium Value
13340.0,22100.56,High Value
13341.0,775.85,Medium Value
13343.0,353.43,Low Value
13344.0,2511.69,High Value
13345.0,389.5,Low Value
13346.0,299.4,Low Value
13347.0,341.36,Low Value
13348.0,233.76,Low Value
13349.0,247.32,Low Value
13350.0,979.12,Medium Value
13351.0,373.94,Low Value
13352.0,397.97999999999996,Low Value
13354.0,743.53,Medium Value
13355.0,674.7,Medium Value
13356.0,768.24,Medium Value
13357.0,3805.5099999999998,High Value
13358.0,439.03,Low Value
13359.0,1043.31,High Value
13360.0,1553.65,High Value
13361.0,1450.5,High Value
13362.0,5394.07,High Value
13363.0,1723.86,High Value
13364.0,134.95999999999998,Low Value
13365.0,2225.37,High Value
13366.0,56.160000000000004,Low Value
13367.0,510.20000000000005,Medium Value
13368.0,1121.5,High Value
13369.0,308.28000000000003,Low Value
13370.0,754.87,Medium Value
13371.0,2297.66,High Value
13372.0,378.64,Low Value
13373.0,7587.1900000000005,High Value
13374.0,422.8,Low Value
13375.0,1792.23,High Value
13376.0,1019.76,High Value
13377.0,1552.88,High Value
13379.0,572.56,Medium Value
13380.0,62.4,Low Value
13381.0,8224.37,High Value
13382.0,1387.58,High Value
13383.0,305.28000000000003,Low Value
13384.0,6680.83,High Value
13385.0,534.57,Medium Value
13386.0,835.46,Medium Value
13387.0,186.94,Low Value
13388.0,1185.65,High Value
13389.0,797.96,Medium Value
13390.0,544.08,Medium Value
13391.0,59.8,Low Value
13392.0,91.14,Low Value
13393.0,1131.45,High Value
13394.0,6621.7,High Value
13395.0,1180.23,High Value
13396.0,1360.99,High Value
13397.0,3191.87,High Value
13398.0,670.34,Medium Value
13399.0,275.4,Low Value
13400.0,310.83,Low Value
13402.0,1226.8500000000001,High Value
13403.0,229.5,Low Value
13404.0,252.49,Low Value
13405.0,1213.811,High Value
13406.0,568.92,Medium Value
13407.0,2244.7,High Value
13408.0,50174.782,High Value
13410.0,2201.96,High Value
13411.0,213.55,Low Value
13412.0,487.34999999999997,Low Value
13413.0,429.44,Low Value
13414.0,2494.14,High Value
13415.0,784.17,Medium Value
13416.0,940.8000000000001,Medium Value
13417.0,1669.49,High Value
13418.0,11559.66,High Value
13419.0,221.06,Low Value
13420.0,159.85,Low Value
13421.0,4058.75,High Value
13422.0,2626.3,High Value
13423.0,217.03,Low Value
13424.0,572.77,Medium Value
13425.0,3390.4300000000003,High Value
13426.0,8167.38,High Value
13427.0,1006.53,High Value
13428.0,478.54,Low Value
13429.0,1006.8,High Value
13430.0,679.45,Medium Value
13431.0,3316.24,High Value
13432.0,439.1,Low Value
13433.0,658.3199999999999,Medium Value
13434.0,1666.8600000000001,High Value
13435.0,4447.33,High Value
13436.0,196.89,Low Value
13437.0,3408.06,High Value
13438.0,46.5,Low Value
13439.0,986.61,Medium Value
13440.0,1295.25,High Value
13441.0,720.9,Medium Value
13442.0,419.87,Low Value
13443.0,1273.16,High Value
13444.0,619.08,Medium Value
13445.0,241.89999999999998,Low Value
13446.0,3881.89,High Value
13447.0,1129.14,High Value
13448.0,8745.93,High Value
13449.0,291.88,Low Value
13450.0,4120.04,High Value
13451.0,7090.06,High Value
13452.0,729.8,Medium Value
13453.0,781.6899999999999,Medium Value
13454.0,219.87,Low Value
13455.0,2212.9900000000002,High Value
13456.0,1766.72,High Value
13457.0,148.22,Low Value
13458.0,11959.27,High Value
13459.0,1160.4099999999999,High Value
13460.0,183.44,Low Value
13461.0,4160.0,High Value
13462.0,1153.85,High Value
13464.0,3097.64,High Value
13465.0,931.12,Medium Value
13466.0,1013.35,High Value
13467.0,1071.91,High Value
13468.0,12793.28,High Value
13469.0,82.4,Low Value
13470.0,165.0,Low Value
13471.0,2501.84,High Value
13472.0,592.24,Medium Value
13473.0,2657.7599999999998,High Value
13474.0,646.59,Medium Value
13475.0,1431.78,High Value
13476.0,2061.4700000000003,High Value
13477.0,2819.17,High Value
13478.0,2215.78,High Value
13479.0,851.37,Medium Value
13480.0,627.82,Medium Value
13481.0,3830.84,High Value
13482.0,336.09,Low Value
13483.0,140.34,Low Value
13484.0,790.72,Medium Value
13485.0,3019.2200000000003,High Value
13486.0,1122.41,High Value
13487.0,846.87,Medium Value
13488.0,14205.96,High Value
13489.0,449.52,Low Value
13490.0,154.25,Low Value
13491.0,4467.66,High Value
13492.0,1269.84,High Value
13493.0,618.63,Medium Value
13494.0,316.26000000000005,Low Value
13495.0,4863.31,High Value
13496.0,653.33,Medium Value
13497.0,1166.83,High Value
13498.0,327.38,Low Value
13499.0,1159.11,High Value
13500.0,1466.3,High Value
13501.0,2885.11,High Value
13502.0,780.5,Medium Value
13503.0,1859.24,High Value
13504.0,295.93,Low Value
13505.0,4393.63,High Value
13506.0,1338.08,High Value
13507.0,2479.16,High Value
13508.0,287.05,Low Value
13509.0,1114.72,High Value
13510.0,4558.29,High Value
13511.0,282.76,Low Value
13512.0,713.39,Medium Value
13513.0,824.59,Medium Value
13514.0,815.9000000000001,Medium Value
13515.0,1265.82,High Value
13516.0,1685.26,High Value
13517.0,2128.42,High Value
13518.0,627.16,Medium Value
13519.0,343.21,Low Value
13520.0,6606.0,High Value
13521.0,1071.73,High Value
13522.0,125.80000000000001,Low Value
13523.0,4534.57,High Value
13524.0,680.1800000000001,Medium Value
13525.0,628.78,Medium Value
13526.0,1182.0,High Value
13527.0,4541.29,High Value
13529.0,307.76,Low Value
13530.0,402.97999999999996,Low Value
13531.0,1433.07,High Value
13532.0,210.31,Low Value
13533.0,269.09,Low Value
13534.0,7720.9,High Value
13535.0,89.5,Low Value
13536.0,3444.39,High Value
13537.0,717.85,Medium Value
13538.0,3103.13,High Value
13539.0,1569.3600000000001,High Value
13540.0,632.39,Medium Value
13541.0,785.25,Medium Value
13542.0,3959.4900000000002,High Value
13543.0,1439.6100000000001,High Value
13544.0,790.2,Medium Value
13545.0,364.93,Low Value
13546.0,1086.24,High Value
13547.0,167.08,Low Value
13548.0,901.44,Medium Value
13549.0,1005.8,High Value
13550.0,342.55,Low Value
13551.0,244.2,Low Value
13552.0,6948.92,High Value
13553.0,499.6,Low Value
13554.0,1629.35,High Value
13555.0,8891.84,High Value
13556.0,200.82,Low Value
13557.0,3032.26,High Value
13558.0,594.52,Medium Value
13559.0,990.0,Medium Value
13560.0,171.42000000000002,Low Value
13561.0,1803.4,High Value
13562.0,4838.18,High Value
13563.0,777.53,Medium Value
13564.0,16498.97,High Value
13565.0,414.8,Low Value
13566.0,1688.6,High Value
13567.0,1079.29,High Value
13568.0,187.05,Low Value
13569.0,726.54,Medium Value
13570.0,239.49,Low Value
13571.0,4537.26,High Value
13572.0,1384.25,High Value
13573.0,904.52,Medium Value
13574.0,404.45,Low Value
13575.0,732.0699999999999,Medium Value
13576.0,11202.59,High Value
13577.0,3489.28,High Value
13578.0,147.66,Low Value
13579.0,1374.34,High Value
13580.0,107.75,Low Value
13581.0,280.53000000000003,Low Value
13582.0,241.68,Low Value
13583.0,1445.031,High Value
13584.0,385.7,Low Value
13585.0,684.54,Medium Value
13586.0,127.28,Low Value
13587.0,1673.5,High Value
13588.0,2478.95,High Value
13589.0,1120.74,High Value
13590.0,6336.04,High Value
13591.0,2093.94,High Value
13592.0,247.95999999999998,Low Value
13593.0,5493.29,High Value
13594.0,533.32,Medium Value
13595.0,784.48,Medium Value
13596.0,664.11,Medium Value
13597.0,396.71,Low Value
13598.0,761.96,Medium Value
13599.0,9811.04,High Value
13600.0,518.42,Medium Value
13601.0,1159.99,High Value
13602.0,1025.17,High Value
13603.0,164.34,Low Value
13604.0,717.62,Medium Value
13605.0,522.67,Medium Value
13606.0,276.75,Low Value
13607.0,1075.81,High Value
13608.0,232.05,Low Value
13609.0,167.35,Low Value
13610.0,2103.71,High Value
13611.0,3297.9300000000003,High Value
13612.0,818.29,Medium Value
13613.0,1039.8500000000001,High Value
13614.0,2332.74,High Value
13615.0,6272.53,High Value
13616.0,283.85,Low Value
13617.0,1278.75,High Value
13618.0,177.34,Low Value
13619.0,224.94,Low Value
13620.0,112.34,Low Value
13621.0,213.85,Low Value
13622.0,658.95,Medium Value
13623.0,2533.06,High Value
13624.0,462.08,Low Value
13625.0,301.26,Low Value
13626.0,707.04,Medium Value
13627.0,2245.9,High Value
13628.0,310.14,Low Value
13629.0,13370.86,High Value
13630.0,2031.78,High Value
13631.0,3070.42,High Value
13632.0,3645.81,High Value
13634.0,5033.77,High Value
13635.0,2999.16,High Value
13636.0,949.12,Medium Value
13637.0,804.3,Medium Value
13638.0,122.64,Low Value
13639.0,1346.27,High Value
13640.0,405.0,Low Value
13641.0,1016.47,High Value
13642.0,472.2,Low Value
13643.0,2156.77,High Value
13644.0,2624.26,High Value
13645.0,252.1,Low Value
13646.0,326.25,Low Value
13647.0,3041.68,High Value
13648.0,1764.02,High Value
13649.0,1453.68,High Value
13650.0,3288.0,High Value
13651.0,226.85,Low Value
13652.0,2262.05,High Value
13653.0,152.2,Low Value
13654.0,6308.0,High Value
13655.0,2280.51,High Value
13656.0,1078.85,High Value
13657.0,382.14,Low Value
13658.0,6025.5,High Value
13659.0,4884.68,High Value
13660.0,306.64,Low Value
13661.0,325.24,Low Value
13662.0,2233.61,High Value
13663.0,2047.51,High Value
13665.0,1711.6599999999999,High Value
13666.0,127.89999999999999,Low Value
13667.0,299.05,Low Value
13668.0,12948.48,High Value
13669.0,413.55,Low Value
13670.0,349.7,Low Value
13671.0,172.6,Low Value
13672.0,419.92,Low Value
13673.0,387.44,Low Value
13674.0,240.68,Low Value
13675.0,486.82000000000005,Low Value
13676.0,243.9,Low Value
13677.0,551.24,Medium Value
13678.0,232.6,Low Value
13679.0,281.26,Low Value
13680.0,11419.67,High Value
13681.0,827.83,Medium Value
13682.0,59.5,Low Value
13683.0,258.6,Low Value
13684.0,594.88,Medium Value
13685.0,3119.44,High Value
13686.0,409.04,Low Value
13687.0,11880.84,High Value
13688.0,375.5,Low Value
13689.0,1259.5,High Value
13690.0,172.25,Low Value
13691.0,212.78,Low Value
13692.0,3114.4,High Value
13693.0,2011.82,High Value
13694.0,195640.69,High Value
13695.0,2770.73,High Value
13696.0,2020.4,High Value
13697.0,151.29999999999998,Low Value
13698.0,451.73,Low Value
13699.0,764.15,Medium Value
13700.0,2596.9700000000003,High Value
13701.0,161.0,Low Value
13702.0,135.18,Low Value
13703.0,425.56,Low Value
13704.0,2308.06,High Value
13705.0,1717.19,High Value
13706.0,631.17,Medium Value
13707.0,3365.86,High Value
13708.0,285.33,Low Value
13709.0,7571.35,High Value
13710.0,509.52,Medium Value
13711.0,1792.26,High Value
13712.0,766.42,Medium Value
13713.0,740.76,Medium Value
13714.0,161.35,Low Value
13715.0,8153.04,High Value
13716.0,138.28,Low Value
13717.0,1763.3,High Value
13718.0,306.55,Low Value
13719.0,2783.08,High Value
13720.0,799.9,Medium Value
13721.0,741.54,Medium Value
13722.0,5635.41,High Value
13723.0,1194.08,High Value
13724.0,213.01,Low Value
13725.0,1980.56,High Value
13726.0,1079.6599999999999,High Value
13727.0,1074.15,High Value
13728.0,2855.17,High Value
13729.0,724.73,Medium Value
13730.0,752.6,Medium Value
13731.0,610.59,Medium Value
13732.0,491.86,Low Value
13733.0,487.03000000000003,Low Value
13734.0,6695.6900000000005,High Value
13735.0,9762.77,High Value
13736.0,2752.47,High Value
13737.0,339.59999999999997,Low Value
13738.0,434.78000000000003,Low Value
13739.0,292.2,Low Value
13740.0,1582.77,High Value
13741.0,668.4300000000001,Medium Value
13742.0,3107.87,High Value
13743.0,1341.6,High Value
13744.0,1080.52,High Value
13745.0,777.36,Medium Value
13746.0,176.69,Low Value
13747.0,169.79999999999998,Low Value
13748.0,2064.35,High Value
13750.0,3602.1800000000003,High Value
13751.0,296.25,Low Value
13752.0,1579.8300000000002,High Value
13753.0,2094.57,High Value
13754.0,447.05,Low Value
13755.0,2108.06,High Value
13756.0,8655.95,High Value
13757.0,195.55,Low Value
13758.0,8698.13,High Value
13759.0,659.4100000000001,Medium Value
13760.0,1363.6399999999999,High Value
13761.0,1952.17,High Value
13762.0,2472.48,High Value
13763.0,5217.4400000000005,High Value
13764.0,2919.62,High Value
13765.0,352.821,Low Value
13766.0,190.35,Low Value
13767.0,33903.57,High Value
13768.0,875.97,Medium Value
13769.0,5478.12,High Value
13770.0,785.37,Medium Value
13771.0,5728.82,High Value
13772.0,3100.02,High Value
13773.0,301.54,Low Value
13774.0,345.0,Low Value
13775.0,1049.66,High Value
13776.0,623.98,Medium Value
13777.0,49638.26,High Value
13778.0,1124.49,High Value
13779.0,161.13,Low Value
13780.0,732.07,Medium Value
13781.0,778.83,Medium Value
13782.0,1786.08,High Value
13783.0,1542.09,High Value
13784.0,2910.23,High Value
13785.0,542.49,Medium Value
13786.0,3127.99,High Value
13787.0,1222.5,High Value
13788.0,3.75,Low Value
13789.0,239.45999999999998,Low Value
13790.0,348.8,Low Value
13791.0,1516.0,High Value
13792.0,383.95,Low Value
13793.0,96.0,Low Value
13794.0,126.03,Low Value
13795.0,836.3,Medium Value
13796.0,289.7,Low Value
13797.0,1179.45,High Value
13798.0,75428.87,High Value
13799.0,2803.57,High Value
13800.0,1679.56,High Value
13801.0,324.8,Low Value
13802.0,26259.11,High Value
13803.0,1338.91,High Value
13804.0,3161.12,High Value
13805.0,924.6,Medium Value
13806.0,256.38,Low Value
13807.0,422.2,Low Value
13808.0,1747.66,High Value
13809.0,679.7,Medium Value
13810.0,1499.01,High Value
13811.0,814.5,Medium Value
13812.0,539.0,Medium Value
13813.0,2765.47,High Value
13814.0,2257.32,High Value
13815.0,7475.74,High Value
13816.0,571.6700000000001,Medium Value
13817.0,382.98,Low Value
13818.0,61.28,Low Value
13819.0,2642.35,High Value
13820.0,652.75,Medium Value
13821.0,1379.08,High Value
13822.0,632.0,Medium Value
13823.0,3403.4500000000003,High Value
13824.0,3314.76,High Value
13825.0,255.59,Low Value
13826.0,189.5,Low Value
13827.0,409.8,Low Value
13828.0,209.49,Low Value
13829.0,102.0,Low Value
13830.0,156.85000000000002,Low Value
13831.0,6585.54,High Value
13832.0,609.89,Medium Value
13833.0,700.41,Medium Value
13834.0,324.19,Low Value
13835.0,1095.27,High Value
13836.0,620.37,Medium Value
13837.0,266.59000000000003,Low Value
13838.0,1690.07,High Value
13839.0,139.95000000000002,Low Value
13840.0,651.4,Medium Value
13841.0,85.0,Low Value
13842.0,5319.34,High Value
13843.0,319.75,Low Value
13844.0,361.62,Low Value
13845.0,312.98,Low Value
13846.0,1307.79,High Value
13847.0,310.72,Low Value
13848.0,3015.0,High Value
13849.0,3469.3,High Value
13850.0,1595.48,High Value
13851.0,4606.46,High Value
13852.0,187.35000000000002,Low Value
13853.0,1090.14,High Value
13854.0,11944.56,High Value
13855.0,1310.3400000000001,High Value
13856.0,1142.03,High Value
13857.0,1001.01,High Value
13858.0,216.17,Low Value
13859.0,515.86,Medium Value
13860.0,1245.9,High Value
13861.0,273.26,Low Value
13862.0,2556.09,High Value
13863.0,1239.55,High Value
13864.0,662.4000000000001,Medium Value
13865.0,501.56,Medium Value
13866.0,145.67000000000002,Low Value
13867.0,1005.09,High Value
13868.0,3192.54,High Value
13869.0,7996.87,High Value
13870.0,5712.08,High Value
13871.0,7885.85,High Value
13872.0,919.57,Medium Value
13873.0,1038.92,High Value
13874.0,2049.15,High Value
13875.0,4814.37,High Value
13876.0,122.7,Low Value
13877.0,449.68,Low Value
13878.0,2416.9,High Value
13879.0,395.5,Low Value
13880.0,4293.86,High Value
13881.0,45179.1,High Value
13882.0,1191.13,High Value
13883.0,6560.02,High Value
13884.0,1825.03,High Value
13885.0,506.8,Medium Value
13886.0,243.56,Low Value
13887.0,349.55,Low Value
13888.0,2001.59,High Value
13889.0,1991.23,High Value
13890.0,2927.38,High Value
13891.0,859.21,Medium Value
13892.0,1267.6499999999999,High Value
13893.0,821.1,Medium Value
13894.0,564.62,Medium Value
13895.0,4008.52,High Value
13896.0,388.55,Low Value
13897.0,1160.72,High Value
13898.0,686.4,Medium Value
13899.0,388.52,Low Value
13900.0,1610.59,High Value
13901.0,5676.34,High Value
13902.0,34095.26,High Value
13903.0,165.45000000000002,Low Value
13904.0,332.64,Low Value
13905.0,312.65,Low Value
13906.0,42.0,Low Value
13907.0,136.8,Low Value
13908.0,2369.55,High Value
13909.0,282.85,Low Value
13911.0,4234.99,High Value
13912.0,124.95,Low Value
13913.0,42.22,Low Value
13914.0,626.45,Medium Value
13915.0,70.80000000000001,Low Value
13916.0,1275.81,High Value
13917.0,272.04,Low Value
13918.0,1212.8400000000001,High Value
13919.0,1360.68,High Value
13920.0,1774.68,High Value
13921.0,730.7,Medium Value
13922.0,865.2,Medium Value
13923.0,351.13,Low Value
13924.0,1838.8500000000001,High Value
13925.0,678.25,Medium Value
13926.0,223.85000000000002,Low Value
13927.0,708.26,Medium Value
13928.0,464.57,Low Value
13929.0,3494.1,High Value
13930.0,337.34,Low Value
13931.0,5257.38,High Value
13932.0,307.4,Low Value
13933.0,608.7900000000001,Medium Value
13934.0,922.1,Medium Value
13935.0,6116.92,High Value
13936.0,939.66,Medium Value
13937.0,880.13,Medium Value
13938.0,71.66,Low Value
13939.0,1560.96,High Value
13940.0,839.14,Medium Value
13941.0,10027.18,High Value
13942.0,320.0,Low Value
13943.0,246.54,Low Value
13944.0,200.43,Low Value
13945.0,854.15,Medium Value
13946.0,1876.23,High Value
13947.0,90.6,Low Value
13948.0,548.76,Medium Value
13949.0,2427.32,High Value
13950.0,745.06,Medium Value
13951.0,674.45,Medium Value
13952.0,12823.521,High Value
13953.0,6640.68,High Value
13954.0,439.92,Low Value
13955.0,544.0699999999999,Medium Value
13956.0,1019.27,High Value
13957.0,458.25,Low Value
13958.0,4709.2300000000005,High Value
13959.0,1064.77,High Value
13960.0,230.22,Low Value
13961.0,538.4,Medium Value
13962.0,362.8,Low Value
13963.0,2860.57,High Value
13964.0,438.9,Low Value
13965.0,996.61,Medium Value
13966.0,384.26,Low Value
13967.0,166.3,Low Value
13968.0,123.66,Low Value
13969.0,12973.460000000001,High Value
13970.0,846.55,Medium Value
13971.0,4667.57,High Value
13972.0,190.25,Low Value
13973.0,264.7,Low Value
13974.0,677.72,Medium Value
13975.0,5256.4,High Value
13976.0,1192.36,High Value
13977.0,519.8100000000001,Medium Value
13978.0,196.79000000000002,Low Value
13979.0,3379.93,High Value
13980.0,768.82,Medium Value
13981.0,331.14,Low Value
13982.0,3954.29,High Value
13983.0,6753.89,High Value
13984.0,1893.8,High Value
13985.0,10020.86,High Value
13986.0,320.46,Low Value
13987.0,682.54,Medium Value
13988.0,4757.8,High Value
13989.0,2026.06,High Value
13990.0,311.3,Low Value
13991.0,852.88,Medium Value
13992.0,219.5,Low Value
13993.0,6775.71,High Value
13994.0,2274.14,High Value
13995.0,3902.01,High Value
13996.0,895.76,Medium Value
13997.0,376.46,Low Value
13998.0,566.7,Medium Value
13999.0,9502.26,High Value
14000.0,2046.3400000000001,High Value
14001.0,4228.85,High Value
14002.0,529.73,Medium Value
14003.0,209.41,Low Value
14004.0,6258.45,High Value
14005.0,2874.72,High Value
14006.0,2196.67,High Value
14007.0,79.48,Low Value
14008.0,509.04,Medium Value
14009.0,1099.91,High Value
14010.0,445.15,Low Value
14011.0,457.82,Low Value
14012.0,328.8,Low Value
14013.0,1084.57,High Value
14014.0,1948.21,High Value
14015.0,917.34,Medium Value
14016.0,11403.41,High Value
14017.0,229.75,Low Value
14018.0,367.15000000000003,Low Value
14019.0,1421.61,High Value
14020.0,1249.01,High Value
14021.0,1716.58,High Value
14022.0,792.15,Medium Value
14023.0,584.07,Medium Value
14024.0,645.74,Medium Value
14025.0,4057.9,High Value
14026.0,713.11,Medium Value
14027.0,104.82,Low Value
14028.0,10396.5,High Value
14029.0,467.66,Low Value
14030.0,7521.8,High Value
14031.0,39019.51,High Value
14032.0,4546.41,High Value
14033.0,109.44,Low Value
14034.0,648.89,Medium Value
14035.0,2794.75,High Value
14036.0,626.65,Medium Value
14037.0,836.95,Medium Value
14038.0,3069.88,High Value
14039.0,267.28000000000003,Low Value
14040.0,12523.81,High Value
14041.0,141.41,Low Value
14042.0,431.98,Low Value
14043.0,302.6,Low Value
14044.0,3077.7,High Value
14045.0,10986.63,High Value
14046.0,154.99,Low Value
14047.0,3968.11,High Value
14048.0,748.69,Medium Value
14049.0,13023.4,High Value
14050.0,746.36,Medium Value
14051.0,21770.98,High Value
14052.0,466.66,Low Value
14053.0,572.3,Medium Value
14054.0,92.46,Low Value
14055.0,1520.96,High Value
14056.0,8152.71,High Value
14057.0,8346.66,High Value
14058.0,469.19,Low Value
14059.0,183.6,Low Value
14060.0,8898.24,High Value
14061.0,917.4300000000001,Medium Value
14062.0,25585.65,High Value
14063.0,22710.2,High Value
14064.0,3260.24,High Value
14065.0,891.02,Medium Value
14066.0,152.55,Low Value
14067.0,374.7,Low Value
14068.0,1516.72,High Value
14069.0,225.81,Low Value
14070.0,321.6,Low Value
14071.0,1437.57,High Value
14072.0,390.85,Low Value
14073.0,151.04,Low Value
14074.0,219.39999999999998,Low Value
14075.0,1734.87,High Value
14076.0,118.67,Low Value
14077.0,615.0799999999999,Medium Value
14078.0,1553.47,High Value
14079.0,618.73,Medium Value
14080.0,1115.68,High Value
14081.0,4867.57,High Value
14082.0,413.36,Low Value
14083.0,1082.19,High Value
14084.0,150.5,Low Value
14085.0,9720.67,High Value
14086.0,39.95,Low Value
14087.0,829.47,Medium Value
14088.0,64036.8,High Value
14089.0,158.75,Low Value
14090.0,76.32000000000001,Low Value
14091.0,9530.08,High Value
14092.0,7229.45,High Value
14093.0,433.86,Low Value
14094.0,311.77,Low Value
14095.0,2.95,Low Value
14096.0,65164.79,High Value
14097.0,422.85999999999996,Low Value
14098.0,147.35,Low Value
14099.0,5750.91,High Value
14100.0,191.95000000000002,Low Value
14101.0,9961.93,High Value
14102.0,1105.8799999999999,High Value
14104.0,743.53,Medium Value
14105.0,5988.83,High Value
14106.0,214.79999999999998,Low Value
14107.0,4877.3,High Value
14108.0,1044.96,High Value
14109.0,144.2,Low Value
14110.0,12987.95,High Value
14111.0,692.85,Medium Value
14112.0,5834.59,High Value
14113.0,7092.610000000001,High Value
14114.0,1364.09,High Value
14115.0,622.6700000000001,Medium Value
14116.0,1382.74,High Value
14117.0,90.0,Low Value
14118.0,458.45,Low Value
14119.0,183.37,Low Value
14121.0,2780.15,High Value
14122.0,362.42,Low Value
14123.0,436.18,Low Value
14124.0,419.58000000000004,Low Value
14125.0,2720.63,High Value
14126.0,1172.46,High Value
14127.0,1900.0800000000002,High Value
14128.0,924.21,Medium Value
14129.0,2591.34,High Value
14130.0,1858.77,High Value
14131.0,168.22,Low Value
14132.0,3586.0299999999997,High Value
14133.0,911.14,Medium Value
14134.0,11123.35,High Value
14135.0,8839.67,High Value
14136.0,1570.81,High Value
14137.0,332.7,Low Value
14138.0,965.8800000000001,Medium Value
14139.0,1086.8,High Value
14140.0,935.05,Medium Value
14141.0,915.13,Medium Value
14142.0,671.34,Medium Value
14143.0,115.8,Low Value
14144.0,30.599999999999998,Low Value
14145.0,7600.05,High Value
14146.0,9450.3,High Value
14147.0,2590.2,High Value
14148.0,466.29,Low Value
14149.0,446.62,Low Value
14150.0,658.64,Medium Value
14151.0,679.45,Medium Value
14152.0,1997.3400000000001,High Value
14153.0,233.4,Low Value
14154.0,6460.7,High Value
14155.0,118.75,Low Value
14156.0,313437.62,High Value
14157.0,978.69,Medium Value
14158.0,507.66,Medium Value
14159.0,7860.8,High Value
14160.0,8421.47,High Value
14161.0,2996.93,High Value
14162.0,289.36,Low Value
14163.0,2594.62,High Value
14164.0,1631.77,High Value
14165.0,120.44,Low Value
14166.0,251.15,Low Value
14167.0,1274.29,High Value
14168.0,370.45,Low Value
14169.0,621.51,Medium Value
14170.0,570.18,Medium Value
14171.0,498.79,Low Value
14172.0,369.02,Low Value
14173.0,586.0,Medium Value
14174.0,134.46,Low Value
14175.0,7678.88,High Value
14176.0,756.46,Medium Value
14177.0,2209.69,High Value
14178.0,1600.26,High Value
14179.0,701.57,Medium Value
14180.0,6117.5,High Value
14181.0,308.35,Low Value
14182.0,678.77,Medium Value
14183.0,278.34000000000003,Low Value
14184.0,452.89,Low Value
14185.0,197.65,Low Value
14186.0,1550.63,High Value
14187.0,123.5,Low Value
14188.0,2054.36,High Value
14189.0,5503.15,High Value
14190.0,79.9,Low Value
14191.0,4817.66,High Value
14192.0,293.74,Low Value
14193.0,1210.19,High Value
14194.0,18670.59,High Value
14195.0,2615.6,High Value
14196.0,335.52,Low Value
14197.0,390.05,Low Value
14198.0,1569.73,High Value
14199.0,1091.7,High Value
14200.0,379.2,Low Value
14201.0,1193.54,High Value
14202.0,847.76,Medium Value
14203.0,339.34,Low Value
14204.0,1024.83,High Value
14205.0,2414.2,High Value
14206.0,1185.01,High Value
14207.0,157.8,Low Value
14208.0,567.05,Medium Value
14209.0,4993.27,High Value
14210.0,5556.570000000001,High Value
14211.0,4402.29,High Value
14212.0,2190.14,High Value
14213.0,1192.2,High Value
14214.0,1004.38,High Value
14215.0,3250.33,High Value
14216.0,2150.04,High Value
14217.0,3298.59,High Value
14218.0,169.48000000000002,Low Value
14219.0,633.83,Medium Value
14220.0,1515.0,High Value
14221.0,6517.49,High Value
14222.0,683.17,Medium Value
14223.0,991.13,Medium Value
14224.0,1841.71,High Value
14225.0,2031.07,High Value
14226.0,2985.13,High Value
14227.0,6368.71,High Value
14228.0,745.5,Medium Value
14229.0,2594.04,High Value
14230.0,979.8000000000001,Medium Value
14231.0,1235.6200000000001,High Value
14232.0,2048.07,High Value
14233.0,2904.27,High Value
14234.0,754.12,Medium Value
14235.0,4717.99,High Value
14236.0,1555.34,High Value
14237.0,471.14,Low Value
14238.0,434.23,Low Value
14239.0,4263.17,High Value
14240.0,1247.49,High Value
14241.0,333.70000000000005,Low Value
14242.0,280.55,Low Value
14243.0,7217.75,High Value
14244.0,366.41999999999996,Low Value
14245.0,1693.45,High Value
14246.0,1474.06,High Value
14247.0,753.56,Medium Value
14248.0,1032.95,High Value
14249.0,5400.461,High Value
14250.0,1904.05,High Value
14251.0,2879.7000000000003,High Value
14252.0,350.99,Low Value
14253.0,363.40000000000003,Low Value
14254.0,601.03,Medium Value
14255.0,1000.63,High Value
14256.0,2460.79,High Value
14257.0,5954.45,High Value
14258.0,32051.34,High Value
14259.0,120.0,Low Value
14260.0,824.28,Medium Value
14261.0,1163.45,High Value
14262.0,2618.23,High Value
14263.0,322.93,Low Value
14264.0,1517.3600000000001,High Value
14265.0,1373.35,High Value
14266.0,40.56,Low Value
14267.0,1516.24,High Value
14268.0,354.85,Low Value
14269.0,295.73,Low Value
14270.0,492.65000000000003,Low Value
14271.0,214.18,Low Value
14272.0,920.81,Medium Value
14273.0,559.97,Medium Value
14274.0,256.6,Low Value
14275.0,1189.3799999999999,High Value
14276.0,2102.68,High Value
14277.0,17197.61,High Value
14278.0,205.83,Low Value
14279.0,191.86,Low Value
14280.0,134.04,Low Value
14281.0,245.15,Low Value
14282.0,7250.76,High Value
